hash,msg,deletions,files,date,Path,Project_name,labels
5923ea4e3fc6a2bf63a1635581097dbb011d3c64,"UPDATE - made exploration code more efficient, and added one location for images",101,1,2020-01-31 12:14:14+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
e277ba722b6531f46784ffefa253847616048c28,ADD - added images folder to be tracked,0,6,2020-01-31 12:14:43+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
2c7a0795848deca062e01091c7314ab50ea8bdf2,UPDATE - update readme,6,1,2020-01-31 12:16:24+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
26e91cdd81d12cf245ec8d97b7900d2e68c180db,"UPDATE - automated the running of the pipeline, and cleaned up folder structure",2,23,2020-01-31 13:24:38+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
a5b804b75486bb48fe583178b68406e82f482289,UPDATE readme,32,1,2020-01-31 13:25:39+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
2ba2818635d412295639a63ba6cbcfe328fec2e2,UPLOAD - uploaded new data,0,6,2020-01-31 13:51:07+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
6aab44791b342032d81373c22a5deee8b49d6a43,UPDAT -  cleaned up  README header,0,1,2020-01-31 13:51:38+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
909a6923e9c160fbe3c90c2f5fd98fc542d56193,ADD - added an example folder for displaying what the dat looks like,0,3,2020-01-31 14:01:01+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
7d151ec280fa7aa570b58a6f160d3154aced0108,ADD - added thanks to end of readme,1,1,2020-01-31 14:05:52+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
dcefb0fb895fb7d2d30a6a6ab147f420b1e7ee1e,ADD - added thanks to end of readme,2,1,2020-01-31 14:06:30+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
c031b957a2ca6ecd7e7d90660ed160be21a63a82,REMOVE,1,1,2020-01-31 14:38:04+00:00,../../projects/well_engineered_projects/covidify,covidify,['Other']
8e9e9a03d8521ce330b2e67471ca5dc19eea23e3,UPDATE - fixed typos and added date,6,1,2020-01-31 15:18:02+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
4024d43180e2dfdf01b5fbe9fc165504db0adf6b,UPDATE -  updated todo,1,1,2020-01-31 16:20:12+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
c5dbd6be9b4cfb62fec7c488bfebc22c1cbde1a6,REPORT - new report for 31st,0,6,2020-01-31 21:13:45+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
579aa5608b37dc2afc4a9af758250a97b32c8c6f,UPDATE - new up to date gif,1,2,2020-01-31 23:26:43+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
cc7e935009575388cd07141b4fe84569ec51d925,REPORT - new report for 1st,1,7,2020-02-01 11:12:32+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
30443770d3cc6ee8a8c8e06f55a924bb523bc3f7,ADD - new report 2nd feb,1,7,2020-02-02 19:23:29+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
ca677611967e93578bf708a44c00e7d33b1e8563,UPDATE - issue added to readme,0,1,2020-02-02 21:33:24+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
6c6edf09e149c2a536750ffcafe43fdb1a997111,UPDATE - added regex for filtering out non date sheets from extraction,0,1,2020-02-03 12:08:35+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
45ea6086ccdc94b4dd59c104bf692789d7a8121a,UPDATE - fixed problem with incorrect dates,95,2,2020-02-03 12:59:29+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
ccda88ccb3e58b5994062f2649d590094e2d04ed,UDPATE - New Report for the 3rd of feb,3,7,2020-02-03 13:02:04+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
60d210a3324f9f900272d24900f577abc306ace3,ADD - Added requirements.txt,1,2,2020-02-03 13:12:24+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
76a15a5140dcd019164ea259238c563f620f57d9,FIX - typo,2,1,2020-02-03 13:13:00+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
669289bbbf4508940d7096fee676ef061550183a,UPDATE - updated sample data folder,446,6,2020-02-03 13:18:24+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
38ab4035e5fc0fe87053db46ef69dd2d5e1951e6,UPDATE - updated link for spreadsheet in code and on readme,2,5,2020-02-03 13:59:49+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
6d7f36370f94774062424ed1aaaabbe91a74e4c1,FIX - typo in readme,2,1,2020-02-03 14:03:26+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
d14a5a0bcfa553bc2863086d65087fca178ef6bc,FIX - typo in readme,1,1,2020-02-03 14:03:41+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
4617addb78b5eb256b820a8eb23c7e08b29dff1a,FIX - typo in readme,1,1,2020-02-03 14:04:00+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
b69d13f28ab4538aed30ab6b3a9196615fba999b,UPDATE - updated link for data sheet,1,1,2020-02-03 14:07:00+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
78681d9fd49257dc580a35fecd2333905f4cf9f0,UPDATE - updated map gif,0,1,2020-02-03 14:23:46+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
ebb2b234b158144c724ecd394e0c0a673dc39ba1,UPDATE - new report 3rd geb,0,6,2020-02-03 20:24:21+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
72b05c14eb31fe61abfb69acb4d734472f8cc392,ADD - new report to 4rd of feb,0,6,2020-02-04 13:15:36+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
d8919cb77c140b7e5c9da2454d4d1032f4f0422c,UPDATE - updated readme,0,1,2020-02-04 13:59:40+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
5e64fa6d33695ee81f5436d04e76a9a8771200e0,UPDATE - added some try-out code for some visualization,315,13,2020-02-04 16:21:38+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
6df499a365639c9147a7a96eb0f6af9a58727c8d,UPDATE - updated report with new visualization 4feb,0,7,2020-02-04 16:22:36+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
8e4fd20dd7c24eeea6ee9f2f53e267cb4ead325d,UPDATE - minor updates,8,2,2020-02-04 16:23:26+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
015ac84588be32d0e6967ab7b942bf898a9fd85a,UPDATE - updated scripts to create a styacked bar chart for the currently infected people,16,2,2020-02-04 16:24:04+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
34b5d9e8f4be2eacceaf8e62fb7a2c670e2cb3ba,FIX - fixed output for images,0,3,2020-02-04 16:30:50+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
b05c35208bdb3f0aaff6009c091f458ae48281dd,FIX,3,2,2020-02-04 16:31:35+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
b2a8aab4bd2b9eb9952643b1c32f0f8d2b637669,FIX - title for currently infected,1,1,2020-02-04 16:32:11+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
187218abd8c4fcf0ee00220768da0a434ac0cb86,UPDATE - grouped attribute image types together,10,1,2020-02-04 16:36:26+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
5466fee5e9dc9576ce644c337d38c196f9e54782,ADD - new report for feb 6th,0,7,2020-02-07 10:56:46+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
b6a8ac6cbe81b9ef728a75d5c1835b69486de824,Add - fixed report for feb 6th,0,2,2020-02-07 11:33:01+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
a0083ce69c1001b4725ca32c1b327fb77e2a4134,FIX - fixed stacked bar graph,103,3,2020-02-07 11:34:45+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
b4dfdc2a7fe3491c3257fcf98e4480b5f44d9215,"FIX - added different function for parsing dates, some new cases appeared to dissappear on certain days",2,1,2020-02-07 14:11:18+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
43099064d629bdd6ce6d83efae4c4106f4693555,"UPDATE - cleaned up how dates are assigned, using dateutil parser",15,1,2020-02-07 15:17:54+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
57e8da7b5f53f1752451c5fb384cd6a78867d642,ADD - added new data to the example folder in data,290,5,2020-02-07 15:19:19+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
94fa636313fc494eacffcb252f561c3123f3e8b3,REMOVE - removed images from notebooks,0,8,2020-02-07 15:21:47+00:00,../../projects/well_engineered_projects/covidify,covidify,['Other']
e328e96361cc7596b28c897321f9410ad6183efb,ADD - added report for 8TH feb,0,7,2020-02-08 22:56:25+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
67ae2bfd7ee21d8a062e6dc2fbfab599a2f40aa1,UPDATE - update readme,1,1,2020-02-08 23:07:08+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
3758c3849bbb9189610b4b888441843868fc22a9,UPDATE - new report for 11th of feb,1,8,2020-02-11 10:39:46+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
653857816656a642a262a6d0db9baafbb5e7c8cc,UPDATE - new report for 11th of feb,18,9,2020-02-11 11:37:05+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
5b41ba75480b61b9070edbb41827a7eed22becc9,UPDATE - updated code for creating graphs,398,2,2020-02-11 11:38:40+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
bc9fb43ccebe3f93a59caf9d100731abf51052dd,UPDATE - updated code to extract csv folders from new datasource (git repo by JHU),205,3,2020-02-11 13:58:57+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
f4ec70dae74e16117db841085c3e8dbedba84346,"UPDATE - added fixed report for 11th feb, new data source from the JHU github repo",0,6,2020-02-11 13:59:42+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
935af3125b6f3e50cbf9d946883c5c0190cbaac7,UPDATE - updated readme to suit the new data source,8,1,2020-02-11 14:11:59+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
1e7b2db48dc13632659b7f0b21eb59595a336523,FIX - fixed imputation for alphanumeric columns,0,1,2020-02-11 15:23:52+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
33e6a6f6800bebbea1a0e6ec23d20e47151ea7da,REMOVE - removed token.pickles,0,2,2020-02-11 15:51:50+00:00,../../projects/well_engineered_projects/covidify,covidify,['Other']
f68a1ccfeea6d91f2b214ef5092e066ae30de3b9,ADD - new report for 11th feb,0,6,2020-02-11 16:42:36+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
2436a86ac075146ce839bf3340ed5ba7f83eb162,UPDATE - notebooks,6,2,2020-02-11 19:27:40+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
e33409c6ddeba398637977b87f24138aea2260d9,UPDATE - ncov2019 name was changed to covid-19,5,1,2020-02-11 19:43:14+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
7913ab9904a176a91c2df64ae4974dd70d269d10,UPDATE - name in readme,1,1,2020-02-12 11:32:18+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
b5166badfde644488ac1cfa1983634f1f8da714a,"FIX - fix date problem, using the last entry per day by province for the actual value of that day",799,2,2020-02-12 15:01:27+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
dd11a9f3a56e736a88d40f4f16dd13d4e50dfe16,ADD - added new report for 12th,0,6,2020-02-12 15:02:00+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
340472b2e66703e5c2e2fb2f9f4efdff079cfd5d,ADD - added new report for 12th feb,1,7,2020-02-13 10:31:56+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
fbb7a51f424583fe574af934cf112073ce7b1b34,ADD - NEW REPORT FOR 13TH FEB,0,6,2020-02-14 10:10:45+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
fda6e24eee994eb30c2686f085ad74e0b1e1d1c3,ADD - added report for 14th of feb|,1,7,2020-02-15 13:36:14+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
192a70126916bf9a3948b608cf860a9fba76a2cc,"UPDATE - if date.max() == current date then ommit max(), else ommit the current date current date",751,2,2020-02-15 13:38:09+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
09384626e0bd8554ef2af859bac42ee6ab4bc237,ADD - added visualization for the number of people currently infected,7473,2,2020-02-15 13:50:28+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
5274a49417321434ada6c34148392929f9071922,ADD - added currently infected,0,2,2020-02-15 13:50:55+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
d0441fa869193cf91b2d5be259d3f254c1ac00da,FIX typo,1,1,2020-02-15 13:52:07+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
51861e8f1fd6399ec117d4d21bf66321eb08144a,FIX typo 2,0,1,2020-02-15 13:55:47+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
2e5d05520227ba5af408e3c94416c715e86dee9d,ADD - added report for 17th of feb,1,8,2020-02-17 11:37:45+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
a5b4ebbfe592c40a68e2aa4fee5a4dd0c7e67396,ADD - added report for the 17th,1,8,2020-02-18 10:48:51+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
60a6079b4e1a03234d5cf0e45d23e32c3361aef1,UPDATE - updated requirements,6,1,2020-02-18 10:49:22+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
1c111622b7462eb10759c278977191f9963036b9,ADD - added workbook,2799,2,2020-02-18 14:57:00+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
e18a3b52082b80c2b2d1dd0fac8948e3ef207357,ADD - added moving average and exponential moving average to data prep,1662,4,2020-02-18 15:57:19+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
bc90008916cd4b0685019e0b979e5ec443691c6b,ADD - added report for 18th,1,8,2020-02-19 11:33:46+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
3e0c49c530536673bb988712e9bbfd24acec3dd6,ADD - report for 20th of feb,1,8,2020-02-20 10:09:41+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
a6afdbf142d54bbe02d973e315f0b7f6caa24980,UPDATE - updated col names for moving average,4,1,2020-02-20 10:10:12+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
6cce02d6001bdbb715fa78ce80c704c4c4fa50c8,ADD - added report for 21st,0,7,2020-02-21 12:59:12+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
26c88ba8db9abec72dfc2b110d2dab1433b47c72,ADD - added report for 22nd feb,2,8,2020-02-22 11:37:10+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
6c436410b4494013452debac08d9c9c340555d07,FIX - fixed max days problem for bar graphs,1,1,2020-02-22 11:37:46+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
f1d9a2c5af69ba09057ade55d9b5ff0753889f62,UPDATE - updated readme,19,1,2020-02-22 12:45:38+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
be778c6308031b808dcadc0c9a12f76c4a630c60,ADD - added report for 23rd,1,8,2020-02-23 12:12:05+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
4ce06779b09a7d3060e6bf5a0b525d089442a1ff,ADD - added report for the 23rd,2,8,2020-02-24 11:03:18+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
d8e6265022d013935fbfb93ce990f50a701cbe1d,"ADD - added report for 26th, disclaimer: the 24th has some inconsistencies in the data",2,8,2020-02-26 12:32:12+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
dd38a1d57302868760854eeca016200b6061917c,UDPATE - added git pull if the repo already exists in /tmp/,835,2,2020-02-27 11:17:57+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
73b81803f4651d357ec41d8fd082cc7b481d8fc0,ADD - added report for 2nd of march,1,8,2020-03-02 11:26:52+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
a106df4c17167b8e71fc52acf4dbd5e259bf36e5,ADD - added sys exit if could not pull from origin repo,1,1,2020-03-02 11:28:41+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
2cf46f3619f5b212d40c7b8c7478d04e14571c6e,UPDATE - made repo into installable python package,1,11,2020-03-02 16:14:39+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
9be190dfb05c31fc90ca09d6a0a9aff23d3d8c54,DELETE - deleted the old src scripts and pipeline.sh,358,4,2020-03-02 16:17:23+00:00,../../projects/well_engineered_projects/covidify,covidify,['Other']
809edf99432fd3e19cb803025e5ef60df4060769,ADD - added new exploratory notebooks,1417,15,2020-03-02 16:18:03+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
2a1c2c5c1c8b4c9c3d9cce1650d0f76db10571b2,ADD - added more functionality for pip package,14,6,2020-03-02 17:00:38+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
61edbe42c118fc4058f92c1b6623f91f846f368d,UPDATE - updated readme,0,1,2020-03-02 17:03:08+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
b7cd61abbb2a33fc7b1e2cd2ce0a58017f1edb98,UPDATE and FIX - updated cli to output reports to optional destination + fixed path problems,939,14,2020-03-03 13:12:44+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
c84a37466f620fda86e9be44b0d947c0175fb47b,UPDATE - fix emoji,1,1,2020-03-03 13:13:14+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
7896c5d2b6765d34c5fcbc8bf250e44a920f8e52,ADD - added functionality for choosing the datasource,10,2,2020-03-03 14:02:03+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
90ec519d96af01fe1e711332e494b8e31c6e23e5,RELEASE - release for 0.1.0 on PyPi,77,4,2020-03-03 15:43:21+00:00,../../projects/well_engineered_projects/covidify,covidify,['Other']
99a0b70734b1f19608789f08f11f1d3ce4a2e0a6,ADD - added reports and data back until hosting of images is done,0,10,2020-03-03 15:55:48+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
c9fb719a4da0c135244539ecbf19249d0e0caf28,UPDATE - updated readme,2,1,2020-03-03 16:00:25+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
ecda0ee4b951064b73aaf463e42d0d63b8c249db,UPDATE - reduce terminal output by integrating a loading bar,6,2,2020-03-03 19:55:40+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
de4b2101ad989a1fd26b2e7a5952f0e6cd441ae9,REMOVE - removed print statement for output folder,2,1,2020-03-03 19:57:20+00:00,../../projects/well_engineered_projects/covidify,covidify,['Other']
6b156d43730024e952ead8b601e5939b4a668684,ADD - added report for 4th of march,1026,12,2020-03-04 11:14:45+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
6bcf2681987c4b1b7d2787f278c379eeaca41e3b,UPDATE - readme,3,1,2020-03-04 11:16:45+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
39e6619200e9e1b0fa042865358e16429eb05695,UPDATE - version,1,1,2020-03-04 11:19:12+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
0a6c5ec5ad09ff1de52faacf91ce871c7bbcb772,UPDATE - typo in pipeline.sh,1,1,2020-03-04 11:33:33+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
f9d9b0af73cbada5e8403f987d801bfe9ad8e6ab,ADD - added test for cli script,0,1,2020-03-04 13:20:26+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
3f09f6dc163dda36643a15bcbeda5982629e2cc5,UPDATE - added badges to repo,0,1,2020-03-04 13:53:04+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
e20120b7227c501a53d931c94888e6fc57763a80,UPDATE - readme,1,1,2020-03-04 14:07:45+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
aead3b13798cf5839605784032045d6341266606,UPDATE - readme,1,1,2020-03-04 14:10:50+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
6f01b00caa46495b8d3c5a8f12d24aab21d9f0aa,UPDATE - readme,1,1,2020-03-04 14:38:57+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
ac4ce6c134dee6306772726598d782844fc54df5,ADD - added new functionality for making excel spreadsheet reports,241,3,2020-03-04 16:15:51+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
90b39d8f96e382047305375c0264dc08f2a1b60f,DELETE data,2042,10,2020-03-04 16:21:12+00:00,../../projects/well_engineered_projects/covidify,covidify,['Other']
4c08e9cd598fa755eb95bede33d3b1e80af7d7d5,REMOVE - removed data folder,1199,10,2020-03-04 16:23:17+00:00,../../projects/well_engineered_projects/covidify,covidify,['Other']
941278670ed89274ed6e1b9112b18a695ebb5229,ADD - added new report data,0,11,2020-03-04 16:24:42+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
8ce44a4a13780589464358b3c8eba8d91020b63f,"ADD - add test for data prep, not working yet",0,1,2020-03-04 16:26:25+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
3530345994bbead2222f7db4f9af64765df43ec9,FIX - typo in print statement,1,1,2020-03-04 16:32:33+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
b5d4472a8ed95301ed60955e8db538ee176f6335,UPDATE - updated version in config,1,1,2020-03-04 16:35:15+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
e856bf21b91e56bdf6e44f8c3827993d5610a061,ADD - added report for 25th,1108,13,2020-03-05 10:33:50+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
3c65d95607440b1ef8ff7439115ea89c3403dde1,ADD - added new badges to github,2,1,2020-03-05 11:05:47+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
e922cf97821b5dd64125cd040166ae3fd52ff193,UPDATE - took out hard coding of paths in data prep,7,2,2020-03-05 12:48:35+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
015cb5d63d48325d2b6d879582e98b548097bd6e,UPDATE - remove unnecessary imports and update version,18,3,2020-03-05 21:28:15+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
2b01859292c22c2f24814e624a4f62a6a5737667,ADD - added report for 6th,0,8,2020-03-06 10:45:49+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
39c9f40df8a1dda132112b085959a3f88da13ff8,ADD - added report for 7th of march',0,8,2020-03-07 11:13:56+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
ea478c7b38258ec4406bef16146ec0d81174a7ae,ADD - added report for 9th march,0,8,2020-03-09 11:04:55+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
c1de6c5ba1b72d356a99d1ef4f38ed819df090f6,UPDATE - readme,10,1,2020-03-09 16:35:34+00:00,../../projects/well_engineered_projects/covidify,covidify,['Refactoring']
96eae74b29cc0151f2099d3b8ab24d733369b65b,Minor misspellings,2,1,2020-03-10 07:30:24+08:00,../../projects/well_engineered_projects/covidify,covidify,['Other']
9fc46205145ef214603af212de868679d6d66033,"Merge pull request #12 from weisisheng/patch-2

Minor misspellings",2,1,2020-03-10 09:05:06+00:00,../../projects/well_engineered_projects/covidify,covidify,['Bug fixing']
a97e6c44d54a6d02aefd26a37ee4507fc4525c62,ADD - added notebooks for adding new features,76,2,2020-03-11 00:35:03+00:00,../../projects/well_engineered_projects/covidify,covidify,['New feature']
753138b6f1be560195d0eb6da6b4638664b7a83e,Merge branch 'master' of https://github.com/AaronWard/covid-19-analysis,2,1,2020-03-11 00:35:11+00:00,../../projects/well_engineered_projects/covidify,covidify,['Other']
7319f9c0fd8ce5ae43a044ccb7ff20e8eba9dc4a,UPDATE - added feature for filtering reports by country,21,4,2020-03-11 00:37:09+00:00,../../projects/well_engineered_projects/covidify,covidify,[Other]
63a799ec3c4605833f56703ec1c81b95d3db5af4,RELEASE: 0.1.5,8,2,2020-03-11 00:41:39+00:00,../../projects/well_engineered_projects/covidify,covidify,['Other']
